Team,Game,Opp Team,GP,W,L,T,OT,P,GF,GA,SF,SA,PPG,PP Opp,PP%,TS,PPGA,PK%,FOW,FOL,FOW%
"Anaheim Ducks","2013/12/31  vs. SJS","SJS","1","1","0","0","0","2","6","3","38","36","1","3","33.3","5","2","60.0","32","30","51.6"
"Phoenix Coyotes","2014/02/07  vs. CHI","CHI","1","1","0","0","0","2","2","0","26","30","2","5","40.0","2","0","100.0","26","28","48.1"
"Dallas Stars","2014/01/02  vs. MTL","MTL","1","0","1","0","0","0","4","6","32","28","1","3","33.3","4","1","75.0","42","21","66.7"
"Phoenix Coyotes","2014/03/24  @ NYR","NYR","1","0","0","0","1","1","3","4","21","36","1","4","25.0","2","0","100.0","39","24","61.9"
"Vancouver Canucks","2014/03/19  vs. NSH","NSH","1","1","0","0","0","2","2","0","22","30","1","1","100.0","4","0","100.0","19","26","42.2"
"New York Rangers","2014/01/23  vs. STL","STL","1","0","1","0","0","0","1","2","35","25","0","3","0.0","2","1","50.0","28","30","48.3"
"Washington Capitals","2013/11/17  vs. STL","STL","1","1","0","0","0","2","4","1","20","47","1","4","25.0","5","1","80.0","31","33","48.4"
"Columbus Blue Jackets","2013/11/27  vs. NSH","NSH","1","0","1","0","0","0","0","4","19","29","0","2","0.0","3","1","66.7","21","26","44.7"
"Columbus Blue Jackets","2014/02/27  @ NJD","NJD","1","0","1","0","0","0","2","5","19","35","0","3","0.0","3","2","33.3","26","22","54.2"
"Washington Capitals","2014/02/02  vs. DET","DET","1","1","0","0","0","2","6","5","28","30","3","6","50.0","3","2","33.3","46","30","60.5"
"Dallas Stars","2014/03/06  vs. VAN","VAN","1","1","0","0","0","2","6","1","22","33","2","5","40.0","5","1","80.0","30","37","44.8"
"Carolina Hurricanes","2014/04/08  @ NYR","NYR","1","0","1","0","0","0","1","4","28","36","0","0","0.0","3","2","33.3","29","18","61.7"
"Tampa Bay Lightning","2013/11/07  vs. EDM","EDM","1","1","0","0","0","2","4","2","26","40","0","2","0.0","2","1","50.0","21","26","44.7"
"Buffalo Sabres","2014/01/04  vs. NJD","NJD","1","1","0","0","0","2","2","1","22","22","2","5","40.0","4","1","75.0","32","37","46.4"
"New York Rangers","2014/03/16  vs. SJS","SJS","1","0","1","0","0","0","0","1","41","29","0","3","0.0","1","0","100.0","35","28","55.6"
"Los Angeles Kings","2014/04/03  @ SJS","SJS","1","0","1","0","0","0","1","2","27","21","0","5","0.0","2","1","50.0","32","30","51.6"
"Ottawa Senators","2014/02/03  @ PIT","PIT","1","0","0","0","1","1","1","2","25","48","0","2","0.0","3","1","66.7","30","30","50.0"
"Minnesota Wild","2014/01/07  @ LAK","LAK","1","1","0","0","0","2","1","1","17","40","0","2","0.0","2","0","100.0","30","29","50.8"
"San Jose Sharks","2014/03/22  vs. WSH","WSH","1","0","0","0","1","1","2","2","36","25","0","3","0.0","3","0","100.0","45","20","69.2"
"Dallas Stars","2014/03/29  @ STL","STL","1","1","0","0","0","2","4","2","27","35","0","3","0.0","4","2","50.0","26","37","41.3"
"San Jose Sharks","2013/11/12  @ CGY","CGY","1","1","0","0","0","2","3","2","35","13","1","2","50.0","2","1","50.0","40","26","60.6"
"Washington Capitals","2014/01/10  vs. TOR","TOR","1","1","0","0","0","2","3","2","35","34","0","4","0.0","3","1","66.7","34","39","46.6"
"Phoenix Coyotes","2013/10/18  @ ANA","ANA","1","0","0","0","1","1","2","2","32","39","0","6","0.0","4","0","100.0","43","27","61.4"
"Philadelphia Flyers","2014/01/12  @ NYR","NYR","1","0","1","0","0","0","1","4","38","35","1","3","33.3","5","1","80.0","26","34","43.3"
"Pittsburgh Penguins","2013/12/19  vs. MIN","MIN","1","1","0","0","0","2","5","2","36","26","1","4","25.0","5","0","100.0","24","38","38.7"
"Ottawa Senators","2013/10/04  @ BUF","BUF","1","1","0","0","0","2","1","0","46","35","0","3","0.0","4","0","100.0","37","34","52.1"
"Montréal Canadiens","2014/01/24  @ DET","DET","1","0","1","0","0","0","1","4","31","26","1","4","25.0","6","1","83.3","25","43","36.8"
"Tampa Bay Lightning","2013/10/17  vs. MIN","MIN","1","1","0","0","0","2","3","1","30","26","1","7","14.3","2","0","100.0","28","24","53.8"
"Ottawa Senators","2014/03/31  vs. CAR","CAR","1","1","0","0","0","2","1","1","29","31","0","2","0.0","3","0","100.0","31","31","50.0"
"New York Rangers","2013/12/07  vs. NJD","NJD","1","0","0","0","1","1","3","4","24","24","1","4","25.0","2","1","50.0","29","25","53.7"
"Montréal Canadiens","2014/01/04  vs. OTT","OTT","1","0","0","0","1","1","3","4","29","34","0","5","0.0","3","1","66.7","33","33","50.0"
"Los Angeles Kings","2014/01/21  @ CBJ","CBJ","1","0","1","0","0","0","3","5","29","34","0","3","0.0","3","1","66.7","26","32","44.8"
"Anaheim Ducks","2013/11/29  vs. CGY","CGY","1","1","0","0","0","2","5","2","42","21","1","4","25.0","0","0","0.0","36","27","57.1"
"Columbus Blue Jackets","2014/02/06  @ LAK","LAK","1","0","0","0","1","1","1","2","25","20","1","5","20.0","6","0","100.0","38","24","61.3"
"Vancouver Canucks","2014/01/05  @ ANA","ANA","1","0","0","0","1","1","3","4","20","49","2","3","66.7","3","1","66.7","36","37","49.3"
"Nashville Predators","2014/01/26  @ EDM","EDM","1","0","1","0","0","0","1","5","35","27","0","3","0.0","3","2","33.3","27","34","44.3"
"Ottawa Senators","2014/01/04  @ MTL","MTL","1","1","0","0","0","2","4","3","34","29","1","3","33.3","5","0","100.0","33","33","50.0"
"Los Angeles Kings","2013/10/24  vs. PHX","PHX","1","1","0","0","0","2","7","4","38","28","1","5","20.0","4","1","75.0","33","25","56.9"
"Buffalo Sabres","2014/02/05  vs. PIT","PIT","1","0","1","0","0","0","1","5","25","34","0","1","0.0","4","1","75.0","26","26","50.0"
"Nashville Predators","2014/01/05  @ CAR","CAR","1","0","1","0","0","0","1","2","32","25","1","2","50.0","2","0","100.0","27","28","49.1"
"Vancouver Canucks","2013/10/30  vs. DET","DET","1","0","1","0","0","0","1","2","20","27","0","3","0.0","3","0","100.0","25","32","43.9"
"New York Rangers","2014/03/21  @ CBJ","CBJ","1","1","0","0","0","2","3","1","32","26","0","4","0.0","3","0","100.0","21","29","42.0"
"New York Islanders","2014/03/04  @ WPG","WPG","1","1","0","0","0","2","3","2","27","38","0","1","0.0","5","0","100.0","23","28","45.1"
"Philadelphia Flyers","2013/11/30  @ NSH","NSH","1","1","0","0","0","2","2","2","24","36","0","3","0.0","5","0","100.0","30","31","49.2"
"Calgary Flames","2013/12/07  @ EDM","EDM","1","1","0","0","0","2","2","1","27","31","0","2","0.0","6","0","100.0","26","39","40.0"
"New York Rangers","2014/04/12  @ MTL","MTL","1","0","0","0","1","1","0","1","41","27","0","3","0.0","3","0","100.0","37","29","56.1"
"Philadelphia Flyers","2014/02/06  vs. COL","COL","1","1","0","0","0","2","3","1","35","39","1","5","20.0","3","0","100.0","36","35","50.7"
"Ottawa Senators","2014/03/15  @ MTL","MTL","1","0","0","0","1","1","4","5","34","48","0","3","0.0","7","1","85.7","25","46","35.2"
"Toronto Maple Leafs","2014/02/06  @ TBL","TBL","1","1","0","0","0","2","4","1","36","34","0","1","0.0","1","0","100.0","22","44","33.3"
"Chicago Blackhawks","2013/12/06  vs. ANA","ANA","1","0","0","0","1","1","2","2","25","26","1","3","33.3","1","1","0.0","35","35","50.0"
"Detroit Red Wings","2013/10/14  @ BOS","BOS","1","1","0","0","0","2","3","2","27","30","0","0","0.0","5","0","100.0","24","22","52.2"
"Dallas Stars","2014/01/09  @ NJD","NJD","1","0","1","0","0","0","0","1","26","34","0","3","0.0","2","0","100.0","33","33","50.0"
"Washington Capitals","2013/11/02  vs. FLA","FLA","1","1","0","0","0","2","2","2","23","33","0","3","0.0","6","1","83.3","35","31","53.0"
"Phoenix Coyotes","2014/03/08  @ WSH","WSH","1","0","1","0","0","0","2","3","33","33","1","3","33.3","2","1","50.0","33","26","55.9"
"Washington Capitals","2014/01/09  @ TBL","TBL","1","1","0","0","0","2","4","3","20","36","2","3","66.7","1","0","100.0","28","26","51.8"
"Anaheim Ducks","2014/03/31  vs. WPG","WPG","1","1","0","0","0","2","5","4","36","37","1","1","100.0","3","1","66.7","43","32","57.3"
"New Jersey Devils","2014/03/15  @ TBL","TBL","1","0","1","0","0","0","0","3","23","32","0","2","0.0","1","0","100.0","25","31","44.6"
"Vancouver Canucks","2014/03/08  vs. CGY","CGY","1","1","0","0","0","2","2","1","14","23","0","1","0.0","5","0","100.0","32","26","55.2"
"Ottawa Senators","2014/01/21  @ WSH","WSH","1","1","0","0","0","2","2","0","26","34","1","4","25.0","4","0","100.0","31","29","51.7"
"New York Islanders","2014/03/06  @ EDM","EDM","1","0","0","0","1","1","2","3","34","29","0","4","0.0","4","1","75.0","34","34","50.0"
"Carolina Hurricanes","2013/10/17  @ TOR","TOR","1","1","0","0","0","2","3","2","38","26","1","4","25.0","4","0","100.0","37","37","50.0"
"Vancouver Canucks","2013/10/10  vs. SJS","SJS","1","0","1","0","0","0","1","4","26","29","0","1","0.0","3","0","100.0","27","40","40.3"
"Chicago Blackhawks","2013/11/14  vs. PHX","PHX","1","1","0","0","0","2","4","4","52","30","1","3","33.3","3","1","66.7","38","32","54.3"
"Detroit Red Wings","2014/02/08  @ TBL","TBL","1","0","1","0","0","0","2","4","33","28","0","3","0.0","2","1","50.0","34","26","56.7"
"Philadelphia Flyers","2014/03/08  @ TOR","TOR","1","0","0","0","1","1","3","4","31","36","0","2","0.0","3","0","100.0","31","34","47.7"
"Edmonton Oilers","2013/11/25  vs. CHI","CHI","1","0","1","0","0","0","1","5","25","27","0","3","0.0","4","1","75.0","28","31","47.4"
"Carolina Hurricanes","2014/01/28  @ MTL","MTL","1","0","1","0","0","0","0","3","36","30","0","3","0.0","2","0","100.0","27","35","43.5"
"New York Rangers","2013/10/26  @ DET","DET","1","1","0","0","0","2","3","2","40","34","1","3","33.3","4","1","75.0","32","34","48.5"
"Los Angeles Kings","2013/10/21  vs. CGY","CGY","1","0","1","0","0","0","2","3","29","25","1","3","33.3","6","3","50.0","44","25","63.8"
"Boston Bruins","2013/10/05  vs. DET","DET","1","1","0","0","0","2","4","1","37","26","2","4","50.0","2","0","100.0","25","32","43.9"
"New York Rangers","2013/10/19  @ NJD","NJD","1","0","1","0","0","0","0","4","22","19","0","2","0.0","4","1","75.0","29","30","49.2"
"New York Rangers","2013/11/30  vs. VAN","VAN","1","1","0","0","0","2","5","2","24","37","2","3","66.7","3","1","66.7","23","28","45.1"
"Carolina Hurricanes","2014/01/25  vs. OTT","OTT","1","1","0","0","0","2","6","3","32","26","1","4","25.0","2","0","100.0","36","33","52.2"
"New Jersey Devils","2014/01/18  @ PHX","PHX","1","0","1","0","0","0","2","3","35","27","1","2","50.0","3","1","66.7","31","28","52.5"
"Nashville Predators","2013/12/14  vs. SJS","SJS","1","1","0","0","0","2","3","2","23","38","1","2","50.0","2","0","100.0","29","30","49.2"
"Carolina Hurricanes","2013/11/27  @ NJD","NJD","1","1","0","0","0","2","4","3","22","22","0","1","0.0","1","0","100.0","25","27","48.1"
"San Jose Sharks","2013/12/06  @ CAR","CAR","1","0","1","0","0","0","3","5","25","35","0","2","0.0","1","0","100.0","33","34","49.3"
"New York Rangers","2014/04/08  vs. CAR","CAR","1","1","0","0","0","2","4","1","36","28","2","3","66.7","0","0","0.0","18","29","38.3"
"Nashville Predators","2013/10/08  vs. MIN","MIN","1","1","0","0","0","2","3","2","25","34","2","4","50.0","4","2","50.0","41","33","55.4"
"Minnesota Wild","2013/11/23  @ WPG","WPG","1","1","0","0","0","2","2","2","35","39","0","2","0.0","2","0","100.0","26","28","48.1"
"Detroit Red Wings","2013/11/07  vs. DAL","DAL","1","0","0","0","1","1","3","4","29","28","0","0","0.0","2","1","50.0","40","28","58.8"
"Tampa Bay Lightning","2013/11/25  vs. NYR","NYR","1","1","0","0","0","2","5","0","25","37","0","3","0.0","6","0","100.0","27","24","52.9"
"Nashville Predators","2013/10/31  @ PHX","PHX","1","0","0","0","1","1","4","4","40","25","1","2","50.0","2","1","50.0","29","38","43.3"
"San Jose Sharks","2014/02/07  vs. CBJ","CBJ","1","1","0","0","0","2","3","2","47","21","0","5","0.0","4","0","100.0","40","28","58.8"
"Chicago Blackhawks","2014/03/06  vs. CBJ","CBJ","1","1","0","0","0","2","6","1","33","23","1","4","25.0","4","0","100.0","43","19","69.4"
"Winnipeg Jets","2013/11/18  vs. CGY","CGY","1","0","0","0","1","1","4","4","47","33","1","3","33.3","5","1","80.0","42","30","58.3"
"Pittsburgh Penguins","2013/10/11  @ FLA","FLA","1","0","1","0","0","0","3","6","39","30","0","3","0.0","4","2","50.0","37","21","63.8"
"Calgary Flames","2014/01/24  vs. NSH","NSH","1","1","0","0","0","2","4","4","31","25","3","5","60.0","2","0","100.0","30","30","50.0"
"St. Louis Blues","2014/03/11  vs. DAL","DAL","1","0","0","0","1","1","2","3","30","30","0","3","0.0","2","1","50.0","31","35","47.0"
"New York Islanders","2013/10/25  @ PIT","PIT","1","1","0","0","0","2","4","3","25","42","1","1","100.0","5","0","100.0","27","48","36.0"
"Phoenix Coyotes","2013/11/02  @ SJS","SJS","1","1","0","0","0","2","2","2","30","50","0","4","0.0","6","1","83.3","31","31","50.0"
"Philadelphia Flyers","2014/01/28  vs. DET","DET","1","1","0","0","0","2","5","0","28","33","1","2","50.0","4","0","100.0","24","28","46.2"
"New York Rangers","2014/03/24  vs. PHX","PHX","1","1","0","0","0","2","4","3","36","21","0","2","0.0","4","1","75.0","24","39","38.1"
"Toronto Maple Leafs","2014/03/10  @ ANA","ANA","1","1","0","0","0","2","3","1","23","44","1","2","50.0","4","0","100.0","38","32","54.3"
"St. Louis Blues","2014/02/06  vs. BOS","BOS","1","1","0","0","0","2","3","2","27","38","0","3","0.0","4","0","100.0","34","28","54.8"
"Tampa Bay Lightning","2014/03/17  vs. VAN","VAN","1","1","0","0","0","2","4","3","30","28","1","4","25.0","3","1","66.7","28","27","50.9"
"New Jersey Devils","2013/11/25  vs. WPG","WPG","1","0","1","0","0","0","1","3","26","22","0","2","0.0","2","0","100.0","21","29","42.0"
"St. Louis Blues","2013/11/05  @ MTL","MTL","1","1","0","0","0","2","2","2","32","27","0","4","0.0","1","0","100.0","48","27","64.0"
"New York Rangers","2014/02/04  vs. COL","COL","1","1","0","0","0","2","5","1","43","28","0","3","0.0","3","1","66.7","26","30","46.4"
"Detroit Red Wings","2014/02/06  @ FLA","FLA","1","1","0","0","0","2","3","1","33","24","1","7","14.3","3","0","100.0","29","24","54.7"
"Vancouver Canucks","2014/01/07  vs. PIT","PIT","1","0","0","0","1","1","4","4","26","35","0","2","0.0","2","0","100.0","34","30","53.1"
"New York Rangers","2013/12/22  vs. MIN","MIN","1","1","0","0","0","2","4","1","36","25","1","2","50.0","2","0","100.0","28","26","51.8"
"Edmonton Oilers","2014/03/22  vs. CGY","CGY","1","0","1","0","0","0","1","8","25","31","1","2","50.0","3","0","100.0","26","26","50.0"
"Phoenix Coyotes","2013/12/03  @ EDM","EDM","1","1","0","0","0","2","6","2","33","33","1","3","33.3","6","1","83.3","36","28","56.3"
"New Jersey Devils","2013/11/07  @ PHI","PHI","1","1","0","0","0","2","3","0","25","22","0","3","0.0","3","0","100.0","24","29","45.3"
"Vancouver Canucks","2013/12/29  @ CGY","CGY","1","1","0","0","0","2","2","0","30","18","0","1","0.0","1","0","100.0","29","29","50.0"
"Calgary Flames","2014/03/07  vs. NYI","NYI","1","1","0","0","0","2","4","3","23","26","0","1","0.0","4","0","100.0","29","31","48.3"
"Florida Panthers","2014/03/16  vs. VAN","VAN","1","0","0","0","1","1","3","3","29","32","2","4","50.0","5","1","80.0","35","33","51.5"
"Washington Capitals","2014/03/06  @ BOS","BOS","1","0","1","0","0","0","0","3","16","43","0","0","0.0","0","0","0.0","24","29","45.3"
"Boston Bruins","2013/12/31  vs. NYI","NYI","1","0","1","0","0","0","3","5","38","31","1","3","33.3","8","4","50.0","42","31","57.5"
"Philadelphia Flyers","2013/12/31  @ CGY","CGY","1","1","0","0","0","2","4","1","21","24","0","1","0.0","2","0","100.0","34","26","56.7"
"Winnipeg Jets","2013/11/17  @ MIN","MIN","1","0","1","0","0","0","1","2","22","24","0","2","0.0","2","0","100.0","19","33","36.5"
"Winnipeg Jets","2014/02/04  @ CAR","CAR","1","1","0","0","0","2","2","1","27","29","0","0","0.0","3","0","100.0","18","32","36.0"
"Dallas Stars","2013/12/12  @ NSH","NSH","1","0","1","0","0","0","1","3","34","30","0","3","0.0","3","2","33.3","30","34","46.9"
"Winnipeg Jets","2013/12/31  vs. BUF","BUF","1","1","0","0","0","2","3","0","26","27","0","3","0.0","4","0","100.0","31","26","54.4"
"Detroit Red Wings","2013/12/30  @ NSH","NSH","1","0","1","0","0","0","4","6","25","29","1","2","50.0","5","1","80.0","29","40","42.0"
"Los Angeles Kings","2013/10/15  @ TBL","TBL","1","0","1","0","0","0","1","5","31","25","0","5","0.0","3","0","100.0","27","25","51.9"
"Calgary Flames","2014/04/04  @ FLA","FLA","1","1","0","0","0","2","2","1","17","35","0","4","0.0","2","1","50.0","26","25","51.0"
"Colorado Avalanche","2014/03/16  @ OTT","OTT","1","1","0","0","0","2","3","1","22","39","1","1","100.0","2","0","100.0","32","33","49.2"
"St. Louis Blues","2014/01/28  vs. NJD","NJD","1","1","0","0","0","2","3","0","25","23","1","4","25.0","4","0","100.0","29","32","47.5"
"Columbus Blue Jackets","2014/03/03  @ TOR","TOR","1","1","0","0","0","2","2","1","33","29","0","1","0.0","2","0","100.0","32","22","59.3"
"Edmonton Oilers","2014/03/14  @ DET","DET","1","0","0","0","1","1","1","1","22","23","0","2","0.0","4","0","100.0","27","29","48.2"
"Anaheim Ducks","2014/03/14  @ COL","COL","1","1","0","0","0","2","6","4","33","38","0","4","0.0","5","2","60.0","36","34","51.4"
"New York Rangers","2014/03/28  @ CGY","CGY","1","0","1","0","0","0","3","4","41","28","0","1","0.0","2","1","50.0","27","28","49.1"
"Pittsburgh Penguins","2013/11/20  @ WSH","WSH","1","1","0","0","0","2","4","0","40","18","1","3","33.3","3","0","100.0","30","32","48.4"
"Anaheim Ducks","2014/03/23  vs. FLA","FLA","1","1","0","0","0","2","6","2","40","30","1","3","33.3","1","0","100.0","39","30","56.5"
"Buffalo Sabres","2013/10/05  @ PIT","PIT","1","0","1","0","0","0","1","4","21","35","0","2","0.0","2","0","100.0","35","40","46.7"
"Buffalo Sabres","2013/12/27  @ TOR","TOR","1","0","0","0","1","1","3","3","35","42","1","1","100.0","3","1","66.7","31","30","50.8"
"Montréal Canadiens","2013/12/10  vs. LAK","LAK","1","0","1","0","0","0","0","6","31","30","0","4","0.0","2","1","50.0","25","31","44.6"
"Washington Capitals","2014/01/25  @ MTL","MTL","1","1","0","0","0","2","5","0","34","21","0","8","0.0","3","0","100.0","25","36","41.0"
"Nashville Predators","2013/12/12  vs. DAL","DAL","1","1","0","0","0","2","3","1","30","34","2","3","66.7","3","0","100.0","34","30","53.1"
"Detroit Red Wings","2013/12/06  @ NJD","NJD","1","1","0","0","0","2","3","1","21","11","1","5","20.0","4","1","75.0","25","30","45.5"
"Florida Panthers","2013/12/23  vs. TBL","TBL","1","0","1","0","0","0","1","6","29","36","1","3","33.3","4","1","75.0","32","27","54.2"
"New Jersey Devils","2013/10/08  @ VAN","VAN","1","0","0","0","1","1","2","3","23","32","0","1","0.0","2","0","100.0","34","33","50.7"
"Pittsburgh Penguins","2014/02/01  @ PHX","PHX","1","0","1","0","0","0","1","3","24","30","0","2","0.0","4","0","100.0","24","28","46.2"
"Detroit Red Wings","2014/01/28  @ PHI","PHI","1","0","1","0","0","0","0","5","33","28","0","4","0.0","2","1","50.0","28","24","53.8"
"Carolina Hurricanes","2013/12/06  vs. SJS","SJS","1","1","0","0","0","2","5","3","35","25","0","1","0.0","2","0","100.0","34","33","50.7"
"Buffalo Sabres","2014/03/25  @ MTL","MTL","1","0","1","0","0","0","0","2","24","35","0","3","0.0","6","1","83.3","22","35","38.6"
"Toronto Maple Leafs","2013/12/16  @ PIT","PIT","1","0","1","0","0","0","1","3","26","31","1","5","20.0","1","0","100.0","32","43","42.7"
"New Jersey Devils","2013/10/22  @ CBJ","CBJ","1","0","1","0","0","0","1","4","25","24","1","4","25.0","3","1","66.7","26","35","42.6"
"Boston Bruins","2014/04/02  @ DET","DET","1","0","1","0","0","0","2","3","35","20","1","4","25.0","2","0","100.0","24","29","45.3"
"New York Islanders","2014/04/11  @ NJD","NJD","1","1","0","0","0","2","2","2","30","27","1","3","33.3","1","0","100.0","38","29","56.7"
"Winnipeg Jets","2014/03/06  vs. LAK","LAK","1","0","1","0","0","0","1","3","18","41","0","1","0.0","4","1","75.0","27","23","54.0"
