Team,Game,Opp Team,GP,SAT For,SAT Agst,SAT,SAT Tied,SAT Ahead,SAT Behind,SAT Close,USAT For,USAT Agst,USAT,USAT Tied,USAT Ahead,USAT Behind,USAT Close
Washington Capitals,2013/01/31  vs. TOR,TOR,1,38,55,-17,-2,-19,4,-13,26,42,-16,-6,-12,2,-12
Pittsburgh Penguins,2013/03/14  vs. TOR,TOR,1,47,44,3,-7,0,10,2,30,37,-7,-12,1,4,-9
New York Islanders,2013/02/24  vs. CAR,CAR,1,47,50,-3,-5,2,0,-10,33,34,-1,-5,5,-1,-8
Colorado Avalanche,2013/01/30  vs. VAN,VAN,1,32,48,-16,5,0,-21,-10,26,29,-3,6,0,-9,-5
Philadelphia Flyers,2013/01/22  vs. NJD,NJD,1,33,24,9,0,0,9,8,22,19,3,0,0,3,6
Vancouver Canucks,2013/02/26  vs. PHX,PHX,1,47,24,23,4,0,19,19,33,19,14,3,0,11,14
Washington Capitals,2013/02/21  vs. NJD,NJD,1,22,42,-20,-13,-7,0,-19,13,34,-21,-13,-5,-3,-17
New York Islanders,2013/03/28  vs. PHI,PHI,1,55,49,6,8,-2,0,17,38,38,0,5,-1,-4,11
New Jersey Devils,2013/04/23  vs. MTL,MTL,1,30,22,8,-1,9,0,-1,23,18,5,-2,7,0,-2
Anaheim Ducks,2013/03/04  vs. PHX,PHX,1,38,49,-11,-4,-6,-1,-12,36,37,-1,1,-2,0,-3
Dallas Stars,2013/02/08  vs. ANA,ANA,1,38,33,5,12,-7,0,12,26,25,1,9,-8,0,5
Los Angeles Kings,2013/03/12  vs. PHX,PHX,1,56,41,15,1,0,14,-3,34,32,2,-1,0,3,-5
New Jersey Devils,2013/04/27  vs. NYR,NYR,1,38,28,10,-3,0,13,0,21,24,-3,-3,0,0,-4
St. Louis Blues,2013/04/18  vs. PHX,PHX,1,45,46,-1,1,-2,0,0,35,34,1,-2,3,0,-1
Washington Capitals,2013/03/30  vs. BUF,BUF,1,49,31,18,1,0,17,-1,38,23,15,0,0,15,2
Chicago Blackhawks,2013/02/19  vs. VAN,VAN,1,44,33,11,2,10,-1,3,35,22,13,0,10,3,4
Boston Bruins,2013/01/19  vs. NYR,NYR,1,32,24,8,5,3,0,12,24,22,2,4,-2,0,5
San Jose Sharks,2013/03/05  vs. VAN,VAN,1,31,48,-17,-1,-16,0,-13,25,34,-9,0,-9,0,-9
Pittsburgh Penguins,2013/01/31  vs. NYR,NYR,1,33,32,1,2,-1,0,4,26,25,1,2,-1,0,4
Calgary Flames,2013/03/09  vs. LAK,LAK,1,36,51,-15,-4,0,-11,-9,28,37,-9,-3,0,-6,-5
Tampa Bay Lightning,2013/03/20  vs. TOR,TOR,1,53,49,4,-3,0,7,-4,37,37,0,-3,0,3,-4
Vancouver Canucks,2013/03/03  vs. CGY,CGY,1,46,47,-1,-1,2,-2,1,33,35,-2,-5,3,0,-2
San Jose Sharks,2013/04/23  vs. DAL,DAL,1,66,54,12,1,-3,14,10,43,34,9,0,1,8,9
Washington Capitals,2013/04/02  vs. CAR,CAR,1,29,48,-19,-3,-15,-1,-12,20,35,-15,-5,-9,-1,-14
Edmonton Oilers,2013/02/12  vs. DAL,DAL,1,39,43,-4,-7,5,-2,-2,31,33,-2,-5,7,-4,2
Carolina Hurricanes,2013/03/26  vs. WPG,WPG,1,64,63,1,6,1,-6,1,44,49,-5,4,-1,-8,-1
Toronto Maple Leafs,2013/01/21  vs. BUF,BUF,1,44,27,17,-2,0,19,-1,30,21,9,-3,0,12,-1
Vancouver Canucks,2013/02/01  vs. CHI,CHI,1,25,33,-8,1,-9,0,-6,19,23,-4,0,-4,0,-3
Edmonton Oilers,2013/03/05  vs. CBJ,CBJ,1,41,45,-4,-3,1,-2,-4,30,35,-5,-3,1,-3,-5
New York Rangers,2013/01/23  vs. BOS,BOS,1,38,47,-9,5,-14,0,1,33,29,4,9,-5,0,8
Anaheim Ducks,2013/03/01  vs. MIN,MIN,1,46,44,2,3,-1,0,3,40,30,10,3,7,0,7
Montreal Canadiens,2013/04/11  vs. BUF,BUF,1,44,31,13,6,7,0,10,36,20,16,4,12,0,8
Washington Capitals,2013/02/07  vs. PIT,PIT,1,33,33,0,-3,4,-1,-2,27,29,-2,-3,3,-2,-4
Vancouver Canucks,2013/02/07  vs. MIN,MIN,1,25,28,-3,2,-5,0,2,21,26,-5,0,-5,0,0
Minnesota Wild,2013/03/01  vs. ANA,ANA,1,44,46,-2,-3,0,1,-3,30,40,-10,-3,0,-7,-7
Anaheim Ducks,2013/02/02  vs. LAK,LAK,1,28,54,-26,-11,-15,0,-17,22,41,-19,-10,-9,0,-14
Winnipeg Jets,2013/04/16  vs. TBL,TBL,1,53,45,8,-8,16,0,5,41,32,9,-5,14,0,8
Tampa Bay Lightning,2013/03/18  vs. PHI,PHI,1,47,40,7,14,-7,0,4,37,34,3,9,-6,0,2
Calgary Flames,2013/04/08  vs. COL,COL,1,37,47,-10,-6,-4,0,-4,30,35,-5,0,-4,-1,1
Philadelphia Flyers,2013/01/26  vs. FLA,FLA,1,35,48,-13,3,-16,0,2,27,39,-12,3,-15,0,2
Minnesota Wild,2013/01/19  vs. COL,COL,1,36,43,-7,1,1,-9,-6,31,29,2,1,7,-6,-3
Vancouver Canucks,2013/03/24  vs. COL,COL,1,46,36,10,4,6,0,5,33,26,7,4,3,0,3
St. Louis Blues,2013/02/01  vs. DET,DET,1,30,33,-3,-2,1,-2,-3,21,23,-2,-3,3,-2,-2
Minnesota Wild,2013/03/12  vs. ANA,ANA,1,45,33,12,7,6,-1,12,27,24,3,0,5,-2,2
St. Louis Blues,2013/03/24  vs. CGY,CGY,1,50,30,20,5,0,15,19,38,19,19,4,0,15,16
Detroit Red Wings,2013/01/25  vs. MIN,MIN,1,34,26,8,-1,9,0,0,29,18,11,-1,12,0,3
New Jersey Devils,2013/04/18  vs. PHI,PHI,1,48,32,16,9,7,0,15,34,23,11,2,9,0,8
St. Louis Blues,2013/01/21  vs. NSH,NSH,1,44,26,18,10,0,8,10,36,21,15,9,0,6,10
Edmonton Oilers,2013/03/08  vs. NSH,NSH,1,35,53,-18,-4,0,-14,-7,28,42,-14,-5,0,-9,-7
San Jose Sharks,2013/04/05  vs. CGY,CGY,1,67,34,33,30,1,2,31,51,25,26,22,1,3,24
Florida Panthers,2013/03/30  vs. NJD,NJD,1,41,24,17,8,0,9,13,28,20,8,3,0,5,7
Buffalo Sabres,2013/04/26  vs. NYI,NYI,1,47,34,13,3,10,0,5,32,29,3,-1,4,0,-2
Carolina Hurricanes,2013/04/13  vs. BOS,BOS,1,59,54,5,-2,-2,9,9,47,39,8,1,0,7,11
Buffalo Sabres,2013/04/22  vs. WPG,WPG,1,44,50,-6,-10,0,4,-10,39,45,-6,-8,0,2,-9
Toronto Maple Leafs,2013/03/23  vs. BOS,BOS,1,30,70,-40,1,-41,0,-15,21,43,-22,0,-22,0,-8
New York Islanders,2013/02/19  vs. OTT,OTT,1,52,41,11,3,0,8,5,42,30,12,5,0,7,7
Minnesota Wild,2013/03/14  vs. COL,COL,1,53,49,4,4,0,0,6,40,36,4,3,1,0,7
Nashville Predators,2013/04/02  vs. COL,COL,1,55,42,13,8,0,5,8,43,29,14,10,0,4,10
Pittsburgh Penguins,2013/02/07  vs. WSH,WSH,1,33,33,0,3,1,-4,2,29,27,2,3,2,-3,4
Los Angeles Kings,2013/02/23  vs. COL,COL,1,42,30,12,0,12,0,2,32,27,5,0,5,0,1
Florida Panthers,2013/02/26  vs. PIT,PIT,1,39,49,-10,2,-12,0,1,28,39,-11,2,-13,0,0
Dallas Stars,2013/04/19  vs. STL,STL,1,39,31,8,-1,0,9,1,27,22,5,-1,0,6,1
Los Angeles Kings,2013/03/14  vs. SJS,SJS,1,54,39,15,7,0,8,11,35,29,6,2,0,4,2
Detroit Red Wings,2013/02/24  vs. VAN,VAN,1,34,30,4,6,-3,1,9,27,23,4,3,1,0,6
Boston Bruins,2013/04/27  vs. WSH,WSH,1,52,48,4,1,3,0,6,38,34,4,3,1,0,6
Tampa Bay Lightning,2013/03/16  vs. CAR,CAR,1,41,56,-15,1,-16,0,-4,31,37,-6,1,-7,0,0
Florida Panthers,2013/04/06  vs. WSH,WSH,1,40,42,-2,2,0,-4,2,28,32,-4,0,0,-4,0
Vancouver Canucks,2013/02/24  vs. DET,DET,1,30,34,-4,-6,-1,3,-9,23,27,-4,-3,0,-1,-6
Minnesota Wild,2013/02/09  vs. NSH,NSH,1,35,21,14,15,0,-1,14,25,15,10,9,0,1,10
Philadelphia Flyers,2013/02/05  vs. TBL,TBL,1,49,42,7,2,5,0,12,31,29,2,-1,3,0,4
New York Islanders,2013/02/07  vs. NYR,NYR,1,40,36,4,1,0,3,-6,27,27,0,1,0,-1,-5
Chicago Blackhawks,2013/04/27  vs. STL,STL,1,41,49,-8,3,0,-11,-1,31,34,-3,2,0,-5,1
Minnesota Wild,2013/04/09  vs. CHI,CHI,1,37,44,-7,-9,0,2,-11,28,39,-11,-11,0,0,-12
Chicago Blackhawks,2013/03/14  vs. CBJ,CBJ,1,54,42,12,12,0,0,12,37,30,7,7,0,0,7
Ottawa Senators,2013/03/19  vs. NYI,NYI,1,40,30,10,8,2,0,6,27,23,4,1,4,-1,0
Philadelphia Flyers,2013/03/09  vs. BOS,BOS,1,42,65,-23,-4,0,-19,-5,27,41,-14,1,0,-15,0
Philadelphia Flyers,2013/02/18  vs. NYI,NYI,1,30,39,-9,0,-9,0,0,24,24,0,0,0,0,1
Ottawa Senators,2013/01/19  vs. WPG,WPG,1,51,46,5,0,1,4,2,42,34,8,2,5,1,4
San Jose Sharks,2013/03/30  vs. PHX,PHX,1,71,51,20,7,0,13,5,50,37,13,8,0,5,5
San Jose Sharks,2013/03/09  vs. STL,STL,1,44,50,-6,0,-8,2,-7,26,38,-12,-5,-5,-2,-12
Detroit Red Wings,2013/03/31  vs. CHI,CHI,1,54,46,8,-2,0,10,-3,43,32,11,0,0,11,-1
Detroit Red Wings,2013/04/04  vs. PHX,PHX,1,43,35,8,-4,14,-2,5,34,30,4,-4,6,2,-2
Philadelphia Flyers,2013/03/05  vs. NYR,NYR,1,37,40,-3,-7,0,4,-5,24,30,-6,-10,0,4,-7
Phoenix Coyotes,2013/02/23  vs. EDM,EDM,1,45,50,-5,-1,-4,0,-6,38,38,0,-1,1,0,-1
Calgary Flames,2013/03/26  vs. CHI,CHI,1,32,39,-7,2,0,-9,-7,18,32,-14,-2,0,-12,-12
St. Louis Blues,2013/04/12  vs. CBJ,CBJ,1,52,38,14,0,6,8,5,42,28,14,2,7,5,7
Boston Bruins,2013/03/11  vs. OTT,OTT,1,46,36,10,15,0,-5,6,36,31,5,12,0,-7,2
Anaheim Ducks,2013/02/25  vs. LAK,LAK,1,32,55,-23,-12,-2,-9,-14,24,39,-15,-9,-2,-4,-11
Ottawa Senators,2013/03/23  vs. TBL,TBL,1,43,44,-1,2,-3,0,3,32,31,1,1,0,0,3
Edmonton Oilers,2013/04/06  vs. LAK,LAK,1,32,49,-17,-1,0,-16,-4,24,38,-14,1,0,-15,-1
Calgary Flames,2013/01/31  vs. COL,COL,1,57,30,27,17,8,2,28,40,26,14,7,7,0,15
Detroit Red Wings,2013/03/25  vs. PHX,PHX,1,49,41,8,10,-2,0,14,40,35,5,6,0,-1,9
New York Rangers,2013/01/31  vs. PIT,PIT,1,32,33,-1,-2,0,1,-4,25,26,-1,-2,0,1,-4
New York Rangers,2013/02/07  vs. NYI,NYI,1,36,40,-4,-1,-3,0,6,27,27,0,-1,1,0,5
Detroit Red Wings,2013/04/12  vs. CHI,CHI,1,39,40,-1,1,-3,1,4,27,29,-2,-2,-2,2,1
Montreal Canadiens,2013/02/21  vs. NYI,NYI,1,45,45,0,-5,5,0,0,31,25,6,-5,11,0,2
Boston Bruins,2013/04/25  vs. TBL,TBL,1,40,41,-1,-2,1,0,1,29,29,0,-2,2,0,2
New York Islanders,2013/03/14  vs. TBL,TBL,1,47,40,7,14,-7,0,12,35,28,7,11,-4,0,7
Pittsburgh Penguins,2013/03/17  vs. BOS,BOS,1,39,56,-17,1,-18,0,-2,30,42,-12,-1,-11,0,0
Vancouver Canucks,2013/03/26  vs. CBJ,CBJ,1,59,32,27,27,0,0,27,36,17,19,19,0,0,19
Chicago Blackhawks,2013/03/08  vs. COL,COL,1,52,35,17,4,-2,15,1,35,25,10,-1,2,9,0
Edmonton Oilers,2013/04/19  vs. COL,COL,1,40,53,-13,0,-13,0,-8,29,32,-3,0,-3,0,-4
Colorado Avalanche,2013/01/28  vs. EDM,EDM,1,50,43,7,-6,0,13,-8,41,29,12,-6,0,18,-8
St. Louis Blues,2013/04/07  vs. DET,DET,1,31,43,-12,-4,-8,0,-7,26,33,-7,-4,-3,0,-5
Philadelphia Flyers,2013/04/03  vs. MTL,MTL,1,35,34,1,2,0,-1,-3,29,24,5,5,1,-1,1
Toronto Maple Leafs,2013/04/24  vs. TBL,TBL,1,50,50,0,3,-1,-2,3,39,35,4,6,-2,0,5
Minnesota Wild,2013/03/29  vs. DAL,DAL,1,55,39,16,-2,0,18,10,38,26,12,0,0,12,5
St. Louis Blues,2013/01/19  vs. DET,DET,1,50,26,24,4,20,0,14,40,18,22,2,20,0,10
Winnipeg Jets,2013/04/06  vs. PHI,PHI,1,53,48,5,3,-1,3,7,37,35,2,4,0,-2,3
Anaheim Ducks,2013/02/01  vs. MIN,MIN,1,57,38,19,14,3,2,16,38,28,10,8,3,-1,7
Washington Capitals,2013/04/06  vs. FLA,FLA,1,42,40,2,-2,4,0,-2,32,28,4,0,4,0,0
Colorado Avalanche,2013/04/21  vs. STL,STL,1,53,54,-1,-1,0,0,-8,40,39,1,-3,4,0,-7
Dallas Stars,2013/01/26  vs. STL,STL,1,38,39,-1,4,-7,2,0,28,32,-4,0,-7,3,-6
Los Angeles Kings,2013/01/19  vs. CHI,CHI,1,34,29,5,0,0,5,-4,24,23,1,0,0,1,-3
Boston Bruins,2013/02/17  vs. WPG,WPG,1,59,62,-3,-2,-4,3,1,41,43,-2,2,-8,4,6
Boston Bruins,2013/03/27  vs. MTL,MTL,1,45,33,12,5,-1,8,11,32,26,6,2,-3,7,7
Dallas Stars,2013/03/07  vs. LAK,LAK,1,35,50,-15,-6,-8,-1,-10,28,40,-12,-5,-6,-1,-7
Dallas Stars,2013/02/23  vs. SJS,SJS,1,37,37,0,-8,8,0,-8,30,33,-3,-11,8,0,-11
Philadelphia Flyers,2013/03/18  vs. TBL,TBL,1,40,47,-7,-14,0,7,-4,34,37,-3,-9,0,6,-2
Buffalo Sabres,2013/03/19  vs. MTL,MTL,1,26,71,-45,-1,-44,0,-8,18,51,-33,-2,-31,0,-5
Nashville Predators,2013/03/08  vs. EDM,EDM,1,53,35,18,4,14,0,7,42,28,14,5,9,0,7
Pittsburgh Penguins,2013/03/12  vs. BOS,BOS,1,53,33,20,5,1,14,1,33,23,10,4,1,5,0
Carolina Hurricanes,2013/01/24  vs. BUF,BUF,1,43,44,-1,6,-7,0,8,31,32,-1,1,-2,0,2
Toronto Maple Leafs,2013/02/21  vs. BUF,BUF,1,48,50,-2,-3,-2,3,2,36,36,0,-1,-1,2,3
New York Rangers,2013/04/03  vs. PIT,PIT,1,56,39,17,2,15,0,3,44,31,13,1,12,0,2
Calgary Flames,2013/03/06  vs. SJS,SJS,1,42,50,-8,3,-11,0,4,35,37,-2,2,-4,0,6
Florida Panthers,2013/03/12  vs. TBL,TBL,1,49,27,22,7,0,15,20,38,18,20,9,0,11,20
Edmonton Oilers,2013/02/02  vs. COL,COL,1,38,38,0,1,2,-3,3,32,26,6,1,7,-2,8
Toronto Maple Leafs,2013/03/14  vs. PIT,PIT,1,44,47,-3,7,-10,0,-2,37,30,7,12,-4,-1,9
Columbus Blue Jackets,2013/04/12  vs. STL,STL,1,38,52,-14,0,-8,-6,-5,28,42,-14,-2,-5,-7,-7
Anaheim Ducks,2013/01/29  vs. SJS,SJS,1,46,41,5,-1,0,6,1,32,29,3,-2,2,3,-2
Ottawa Senators,2013/04/20  vs. TOR,TOR,1,77,32,45,21,0,24,22,55,25,30,17,0,13,18
New York Islanders,2013/02/11  vs. CAR,CAR,1,40,47,-7,3,-7,-3,-2,25,33,-8,-2,-2,-4,-2
Buffalo Sabres,2013/02/15  vs. BOS,BOS,1,42,48,-6,1,-1,-6,-9,29,39,-10,3,-3,-10,-13
St. Louis Blues,2013/03/10  vs. ANA,ANA,1,44,27,17,1,11,5,11,37,16,21,2,14,5,15
Los Angeles Kings,2013/02/17  vs. CHI,CHI,1,38,43,-5,-6,0,1,-6,21,34,-13,-5,0,-8,-6
Chicago Blackhawks,2013/01/30  vs. MIN,MIN,1,42,35,7,11,-3,-1,7,36,26,10,10,-1,1,10
Florida Panthers,2013/03/07  vs. WSH,WSH,1,56,40,16,5,0,11,4,37,30,7,5,0,2,3
New York Rangers,2013/02/17  vs. WSH,WSH,1,52,32,20,-1,1,20,19,39,25,14,-4,0,18,14
Ottawa Senators,2013/04/22  vs. PIT,PIT,1,38,14,24,5,0,19,9,27,12,15,4,0,11,6
Washington Capitals,2013/02/26  vs. CAR,CAR,1,61,57,4,4,0,0,9,47,40,7,2,5,0,4
Vancouver Canucks,2013/03/10  vs. MIN,MIN,1,33,36,-3,0,0,-3,4,24,29,-5,0,0,-5,-1
Minnesota Wild,2013/04/01  vs. STL,STL,1,36,46,-10,-9,0,-1,-23,27,30,-3,-6,0,3,-15
Winnipeg Jets,2013/04/04  vs. MTL,MTL,1,55,36,19,2,1,16,3,31,23,8,1,1,6,2
Chicago Blackhawks,2013/01/24  vs. DAL,DAL,1,54,36,18,5,0,13,10,37,29,8,-2,0,10,6
Chicago Blackhawks,2013/03/06  vs. COL,COL,1,46,51,-5,-3,-1,-1,-5,33,30,3,4,1,-2,2
Los Angeles Kings,2013/02/10  vs. DET,DET,1,53,32,21,4,0,17,17,46,27,19,4,0,15,16
Chicago Blackhawks,2013/03/03  vs. DET,DET,1,49,33,16,11,0,5,11,40,26,14,13,0,1,13
Buffalo Sabres,2013/03/07  vs. NJD,NJD,1,38,44,-6,5,-11,0,2,30,36,-6,3,-9,0,0
Vancouver Canucks,2013/03/16  vs. DET,DET,1,43,42,1,1,1,-1,0,35,31,4,7,2,-5,6
Dallas Stars,2013/02/04  vs. COL,COL,1,42,31,11,0,11,0,4,27,25,2,-4,6,0,-4
San Jose Sharks,2013/02/28  vs. DET,DET,1,53,59,-6,-6,0,0,-6,34,39,-5,-5,0,0,-5
Pittsburgh Penguins,2013/03/09  vs. TOR,TOR,1,60,40,20,5,15,0,23,45,27,18,2,16,0,14
Edmonton Oilers,2013/01/30  vs. PHX,PHX,1,42,49,-7,2,-9,0,-3,32,37,-5,4,-9,0,-1
Toronto Maple Leafs,2013/04/27  vs. MTL,MTL,1,30,44,-14,-11,-1,-2,-14,19,30,-11,-6,-1,-4,-8
San Jose Sharks,2013/04/07  vs. DAL,DAL,1,49,52,-3,4,-7,0,5,40,34,6,8,-2,0,11
Pittsburgh Penguins,2013/03/07  vs. PHI,PHI,1,41,38,3,-3,-4,10,0,26,28,-2,-4,-1,3,-5
Winnipeg Jets,2013/03/21  vs. WSH,WSH,1,41,35,6,0,0,6,-1,26,21,5,0,0,5,1
Montreal Canadiens,2013/04/18  vs. TBL,TBL,1,48,53,-5,6,-11,0,1,36,41,-5,7,-12,0,2
Detroit Red Wings,2013/04/24  vs. LAK,LAK,1,58,32,26,23,-3,6,29,47,28,19,17,-2,4,21
Buffalo Sabres,2013/03/12  vs. NYR,NYR,1,39,42,-3,1,-7,3,11,27,30,-3,0,-6,3,7
Dallas Stars,2013/03/12  vs. NSH,NSH,1,59,28,31,5,0,26,2,42,17,25,4,0,21,2
Columbus Blue Jackets,2013/03/19  vs. NSH,NSH,1,37,46,-9,1,-10,0,5,26,39,-13,-1,-12,0,4
New York Rangers,2013/04/01  vs. WPG,WPG,1,52,50,2,-2,2,2,0,38,32,6,0,2,4,5
Dallas Stars,2013/03/25  vs. MIN,MIN,1,40,54,-14,-4,-3,-7,-9,27,44,-17,-8,-4,-5,-14
Edmonton Oilers,2013/01/22  vs. SJS,SJS,1,34,38,-4,-1,0,-3,-3,29,29,0,-1,0,1,-3
New York Rangers,2013/04/23  vs. FLA,FLA,1,56,31,25,13,0,12,20,42,18,24,16,0,8,23
Dallas Stars,2013/03/31  vs. LAK,LAK,1,44,60,-16,-8,0,-8,-27,29,46,-17,-8,0,-9,-23
Tampa Bay Lightning,2013/04/27  vs. FLA,FLA,1,46,49,-3,6,-8,-1,1,34,39,-5,2,-4,-3,-2
Detroit Red Wings,2013/04/27  vs. DAL,DAL,1,61,40,21,13,8,0,14,48,24,24,14,10,0,21
New York Islanders,2013/02/18  vs. PHI,PHI,1,39,30,9,0,0,9,0,24,24,0,0,0,0,-1
Ottawa Senators,2013/02/19  vs. NYI,NYI,1,41,52,-11,-3,-8,0,-5,30,42,-12,-5,-7,0,-7
Detroit Red Wings,2013/04/17  vs. CGY,CGY,1,55,29,26,10,0,16,13,44,21,23,11,0,12,12
Phoenix Coyotes,2013/04/06  vs. COL,COL,1,49,35,14,4,10,0,8,41,26,15,2,13,0,9
Chicago Blackhawks,2013/02/05  vs. SJS,SJS,1,33,40,-7,-11,-2,6,-7,23,31,-8,-10,-2,4,-6
St. Louis Blues,2013/03/19  vs. VAN,VAN,1,49,39,10,0,0,10,-2,36,28,8,4,0,4,2
Winnipeg Jets,2013/01/22  vs. WSH,WSH,1,47,47,0,1,-1,0,2,38,31,7,2,5,0,6
Toronto Maple Leafs,2013/03/20  vs. TBL,TBL,1,49,53,-4,3,-7,0,4,37,37,0,3,-3,0,4
New Jersey Devils,2013/04/10  vs. BOS,BOS,1,29,23,6,0,0,6,-1,27,17,10,0,0,10,-1
Ottawa Senators,2013/02/25  vs. MTL,MTL,1,35,53,-18,-19,1,0,-18,27,44,-17,-17,0,0,-17
Tampa Bay Lightning,2013/04/11  vs. PIT,PIT,1,36,38,-2,5,0,-7,-3,26,30,-4,4,0,-8,-3
New York Islanders,2013/03/21  vs. MTL,MTL,1,41,38,3,0,3,0,2,26,31,-5,-2,2,-5,-2
Los Angeles Kings,2013/04/13  vs. ANA,ANA,1,47,33,14,0,14,0,11,36,27,9,-3,12,0,7
St. Louis Blues,2013/02/19  vs. SJS,SJS,1,36,37,-1,-4,5,-2,1,25,26,-1,-3,5,-3,2
Edmonton Oilers,2013/04/10  vs. PHX,PHX,1,39,51,-12,-4,0,-8,-10,34,38,-4,0,0,-4,-4
Calgary Flames,2013/03/24  vs. STL,STL,1,30,50,-20,-5,-15,0,-19,19,38,-19,-4,-15,0,-16
Philadelphia Flyers,2013/03/15  vs. NJD,NJD,1,23,27,-4,0,-4,0,-4,16,21,-5,-4,-1,0,-5
Florida Panthers,2013/03/05  vs. WPG,WPG,1,41,47,-6,1,-7,0,10,33,41,-8,0,-8,0,5
Winnipeg Jets,2013/03/10  vs. NJD,NJD,1,34,48,-14,-10,0,-4,-11,26,35,-9,-10,0,1,-7
Calgary Flames,2013/04/19  vs. ANA,ANA,1,42,61,-19,-3,-16,0,-4,29,41,-12,-2,-10,0,-1
Philadelphia Flyers,2013/04/13  vs. BUF,BUF,1,39,34,5,1,0,4,1,32,26,6,2,0,4,2
Washington Capitals,2013/04/09  vs. MTL,MTL,1,43,66,-23,-1,-18,-4,-11,35,38,-3,4,-5,-2,0
Colorado Avalanche,2013/01/22  vs. LAK,LAK,1,37,39,-2,-11,2,7,-9,31,27,4,-7,3,8,-4
Nashville Predators,2013/01/22  vs. MIN,MIN,1,31,42,-11,-8,-5,2,-6,24,29,-5,-3,-2,0,-3
Toronto Maple Leafs,2013/04/15  vs. NJD,NJD,1,24,54,-30,-33,3,0,-33,16,36,-20,-22,2,0,-22
Philadelphia Flyers,2013/01/29  vs. NYR,NYR,1,37,42,-5,0,0,-5,-4,26,29,-3,1,0,-4,-2
Phoenix Coyotes,2013/02/26  vs. VAN,VAN,1,24,47,-23,-4,-19,0,-19,19,33,-14,-3,-11,0,-14
Winnipeg Jets,2013/02/05  vs. FLA,FLA,1,47,33,14,5,0,9,14,29,24,5,-1,0,6,5
Columbus Blue Jackets,2013/01/19  vs. NSH,NSH,1,36,49,-13,-7,0,-6,-13,28,40,-12,-8,0,-4,-12
Nashville Predators,2013/04/27  vs. CBJ,CBJ,1,36,58,-22,-1,-17,-4,-7,28,49,-21,-3,-14,-4,-8
Boston Bruins,2013/03/12  vs. PIT,PIT,1,33,53,-20,-5,-14,-1,-1,23,33,-10,-4,-5,-1,0
Washington Capitals,2013/04/16  vs. TOR,TOR,1,46,33,13,4,9,0,9,35,26,9,4,5,0,9
St. Louis Blues,2013/02/15  vs. CGY,CGY,1,38,46,-8,0,-8,0,3,31,31,0,0,0,0,2
Pittsburgh Penguins,2013/03/19  vs. WSH,WSH,1,45,48,-3,-1,-1,-1,-2,35,30,5,2,4,-1,1
Calgary Flames,2013/01/20  vs. SJS,SJS,1,51,41,10,8,-4,6,-1,39,28,11,8,1,2,4
Washington Capitals,2013/03/05  vs. BOS,BOS,1,56,58,-2,1,0,-3,0,39,40,-1,3,0,-4,3
Columbus Blue Jackets,2013/04/18  vs. LAK,LAK,1,34,34,0,-3,0,3,-5,21,26,-5,-2,0,-3,-9
Edmonton Oilers,2013/03/10  vs. CHI,CHI,1,32,53,-21,2,-23,0,4,24,39,-15,1,-16,0,2
Carolina Hurricanes,2013/03/18  vs. NYR,NYR,1,56,59,-3,8,-11,0,-3,40,45,-5,4,-9,0,-5
Columbus Blue Jackets,2013/03/07  vs. VAN,VAN,1,41,51,-10,-1,-9,0,-10,33,41,-8,0,-8,0,-8
Pittsburgh Penguins,2013/04/17  vs. MTL,MTL,1,24,59,-35,-4,-31,0,-4,18,37,-19,0,-19,0,0
San Jose Sharks,2013/02/15  vs. CHI,CHI,1,46,36,10,6,0,4,5,32,30,2,2,0,0,-2
Ottawa Senators,2013/01/21  vs. FLA,FLA,1,40,43,-3,3,-6,0,8,29,30,-1,3,-4,0,3
Phoenix Coyotes,2013/04/15  vs. SJS,SJS,1,57,54,3,-7,0,10,-7,47,43,4,-2,0,6,-2
Pittsburgh Penguins,2013/04/05  vs. NYR,NYR,1,35,65,-30,-20,-10,0,-20,22,49,-27,-15,-12,0,-15
Vancouver Canucks,2013/03/14  vs. NSH,NSH,1,36,37,-1,2,-3,0,2,29,30,-1,0,-1,0,1
Boston Bruins,2013/02/24  vs. FLA,FLA,1,49,51,-2,-4,2,0,0,39,37,2,-3,5,0,1
Ottawa Senators,2013/04/05  vs. BUF,BUF,1,45,38,7,4,2,1,7,35,32,3,0,2,1,2
Ottawa Senators,2013/04/27  vs. PHI,PHI,1,56,41,15,4,0,11,12,44,32,12,4,0,8,10
Anaheim Ducks,2013/01/21  vs. CGY,CGY,1,42,48,-6,-14,8,0,-15,32,34,-2,-12,10,0,-12
Toronto Maple Leafs,2013/01/23  vs. PIT,PIT,1,29,40,-11,-10,-5,4,-5,19,31,-12,-11,-4,3,-7
Florida Panthers,2013/02/21  vs. PHI,PHI,1,39,63,-24,1,-25,0,2,29,43,-14,1,-15,0,2
Tampa Bay Lightning,2013/01/25  vs. OTT,OTT,1,48,53,-5,-4,-2,1,0,36,38,-2,-2,1,-1,0
Boston Bruins,2013/01/25  vs. NYI,NYI,1,50,29,21,10,13,-2,16,33,20,13,4,11,-2,10
Carolina Hurricanes,2013/02/28  vs. PIT,PIT,1,37,45,-8,0,-7,-1,3,28,33,-5,1,-5,-1,4
Detroit Red Wings,2013/03/24  vs. ANA,ANA,1,27,48,-21,3,-24,0,1,19,38,-19,0,-19,0,-1
Nashville Predators,2013/03/12  vs. DAL,DAL,1,28,59,-31,-5,-26,0,-2,17,42,-25,-4,-21,0,-2
